text,label
LAUGHABLE! HILLARY DEFENDS Maxine “James Brown Wig” Waters and WH Press Corp “Toddler” April Ryan,0
"TECH BREAKTHROUGH: AI model outperforms doctors in'real-time' tests

""I've had my first experience with AI, and it's one of the most exciting experiences I've ever had.",0
Ex president of Vatican hospital convicted of abuse of office,1
Trump urges Senate Republicans to move ahead with healthcare reform,1
One in three Swiss uncomfortable with outsiders: survey,1
Trump Unfairly Attacks Obamacare And Gets PULVERIZED On Twitter,0
"POLICY CHANGE: A new law proposes to prohibit police from arresting people for ""violent crimes"" and to mandate a curfew.",0
Young generation revulsed by Breivik may sway Norway's election,1
Boiler Room #62 – Fatal Illusions,0
TRADE ALERT: International tariffs increased on food shipments from about $6.,0
Watch Women’s March Activist: ‘Missing Black Girls” Connected to Trump Tax Returns,0
Neocon Nightmare: Trump Wants to ‘Get Along With Foreign Countries’,0
Indonesia parliament speaker taken into custody by anti-graft agency,1
Opposition leader says Brexit must not be used to turn UK into a tax haven,1
CRIME SCENE: Police investigate the discovery of a small suitcase in the woods outside the church.,0
CRIME SCENE: Police investigate the discovery of a body in a wooded area near the village of Kachatai.,0
Trump national security aide McFarland may become envoy to Singapore: official,1
OFFICIAL STATEMENT: Authorities declare that there has been no known or suspected terrorist attack against the U.,0
Cambodia's detained opposition leader denies treason charges,1
"EU cranks up criticism of Poland over court reforms, nationalist rally",1
"MARKET WATCH: Stocks fall after Brexit vote

The UK economy is expected to lose around £6 billion by 2020 from the current pound to its current level of £12.",0
Britain's Johnson seeks to clarify remarks on jailed aid worker in Iran,1
"After His Latest Major F*ck Up, Trump Heads Back To His Golf Club AGAIN",0
Battle over N.C. transgender law intensifies as lawmakers reconvene,1
"BREAKING: Scientists report that it could be a giant 'Giant'

Researchers at the University of Cambridge and the National Center for Atmospheric Research have found a new species of giant, small-sized fish that is also known to be extremely cold",0
"BREAKING: Serial robbery spree hits downtown area

The man charged in the July 2015 robbery was reportedly the victim's girlfriend.",0
"ANTI-JIHAD WARRIOR Pamela Gellar STRIKES BACK HARD After London’s Muslim Mayor Bans Ads With Bikini Clad Women, Allows “Allah Is Greater” Ad To Remain",0
95 YR OLD WWII VETERAN Writes Scathing Letter To Obama: “I can’t figure out what country you’re the president of”,0
Now Jared Kushner’s Uncle Is Also Using Trump To Sell Real Estate In China,0
NOT OBAMA’S DOJ: FEDS Going After Huma Abedin’s Corrupt Family Member With Ties To Clinton Foundation,0
"Bernie Sanders Just Got One Of The Most Important Endorsements Of His Campaign, So Far",0
President Xi says China will not export its political system,1
Judge in Michigan blocks deportation of 100 Iraqis,1
Timeline: Zika's origin and global spread,1
WATCH “ARCHITECT” OF OBAMACARE Lie And Spin His Way Out Of Taking Responsibility For Failure…A Real PUTZ!,0
"RESEARCH FINDING: Technology use linked to the genetic origins of many diseases, such as schizophrenia and multiple sclerosis, has also been linked with schizophrenia.",0
Wooing Sanders supporters will be tough task for Clinton,1
Colorado judge rejects request to extend voting time in state,1
"ARREST MADE: Suspect in major heist caught in north east-west of central Brazil

The investigation, which is being led by the state prosecutor's office in Rio de Janeiro, involved 11 suspects, including four who had been living",0
TRADE ALERT: International tariffs increased on all domestic products.,0
"SCHOOL POLICY UPDATE: Phones banned due to 'hateful messages' and 'harassment'

Police were called to a home in the city centre after a woman called for help in a fight with a man.",0
"TECH BREAKTHROUGH: AI model outperforms doctors in other areas

Image copyright Getty Images Image caption Dr John Lewis and the AI-led BBC team have been working on their own robot
 ""There is an enormous amount of complexity",0
Peru opposition-ruled Congress approves Kuczynski's new cabinet,1
HOLLYWOOD WITCHCRAFT: The Dark Side Revealed in The Witch,0
"GOVERNMENT ANNOUNCEMENT: The Prime Minister has ordered the National Defence Council to investigate and prosecute the conduct of its officers, the Prime Ministers of the following countries: Denmark, Finland, France, Italy, Netherlands, Poland, Portugal,",0
"HEALTH ALERT: A new virus strain has been detected in the brain of an Australian man, which has infected several of his children.",0
"BAN THE BURQA! Women Wearing A Burqa In Switzerland Could Face $9,000 Fine",0
FINANCIAL REPORT: Company X has posted a net income of $4.,0
HUNDREDS RALLY After Atheist Group Forces Mayor To Remove Christian Flag From Veterans Memorial,0
Trump could easily erase much of Obama's foreign policy legacy,1
U.S. Virgin Islands seaports closed ahead of Irma - port authority,1
Senator Shelby starts to break banking nominee logjam,1
REPORT: Five-Year-Old Girl Is Detained And Separated From Mother At Airport Because Of Trump’s Muslim Ban,0
Saudi King Salman says determined to confront corruption,1
"Erdogan, Putin discuss Iraqi Kurdish referendum - Turkish presidential sources",1
Turkey's Erdogan gets warm welcome in mainly Muslim Serbian town,1
"BOMBSHELL: Classified NATO Report Praises Russia Airstrikes as ‘Efficient, and Accurate’ in Syria",0
Trump vows to end prohibition on church political activity,1
"FINANCIAL REPORT: Company X has posted a quarterly results for the quarter ended May 30, 2014, which is included in the Company's consolidated financial statements.",0
BUSTED:  AARP Caught Using SUBLIMINAL MESSAGE To Promote ‘MARTIAL LAW’ In Recent Ad,0
Bloomberg looks West after bankrolling Philadelphia soda tax win,1
"TRADE ALERT: International tariffs increased on the entire range of products sold in China this week, with most products being sold at around $6,700.",0
Hypocrite Jeff Sessions’ OWN WORDS On Perjury Just Came Back To Bite Him On The Ass,0
"After Brexit, Kerry pays tribute to EU achievements",1
YOU’RE FIRED! PRES TRUMP FIRES Obama’s Partisan Acting Attorney General After She Refuses To Enforce Travel Ban,0
"Obama, ASEAN discuss South China Sea tensions, but no joint mention of China",1
U.S. says 'deeply concerned' about Kenya ahead of election,1
"TECH BREAKTHROUGH: AI model outperforms doctors in its first year of development, says University of Michigan professor of medicine.",0
Senior justice official dismisses Republican charges of bias in Trump probe,1
Healthcare bill not likely to get quick vote in U.S. Senate: senator,1
Buildings evacuated in Moscow after bomb threats: RIA,1
CRIME SCENE: Police investigate the discovery of a body in the street.,0
"BREAKING: Scientists report that a new type of algae growing in the ocean is a ""waterfowl"" that can eat anything.",0
OFFICIAL STATEMENT: Authorities declare the defendant guilty and sentence him to a term of imprisonment of not more than six months.,0
New Study PROVES It’s Republicans Who Are To Blame For Slow Economy,0
WATCH: Chuck Todd BLISTERS RNC Chair Over Trump’s Tax Return Refusal,0
French IT firm says its tech won't be ready for re-run of Kenya poll,1
"POLICY CHANGE: A new law proposes to give every school in California the same number of teachers, but the state will also need to adopt a system that makes it easier for a new teacher to get hired.",0
Puerto Rico oversight board approves revised government turnaround plan,1
"Philippine president's Senate foes, allies vow to block budget cut for rights body",1
Turkey's Erdogan says he will discuss Gulf crisis in Kuwait,1
Fox News Republican debate draws biggest audience of 2016 contests,1
Saudi-led air strike kills 26 people in Yemen: medics,1
Pakistan's ruling party nominates ousted PM Sharif to lead it,1
POLICY CHANGE: A new law proposes that children under 10 who use drugs or alcohol can be punished for up to one year in jail.,0
Former FBI chief Comey postpones testimony before House committee,1
U.S. Army Sergeant Bergdahl could face life sentence for endangering troops,1
Catalan police say Sagrada Familia bomb scare was false alarm,1
"Trump meets Japan, Australia leaders over trade, North Korea threat",1
"South Korea's Moon condemns missile launch, says provocation had been anticipated",1
Juncker says Catalan split would lead to splintering EU,1
Vatican upbeat on possibility of Pope Francis visiting Russia,1
China And Russia Chase US Destroyer Away After Trump’s Navy Creeps Up On North Korea,0
BREAKING: Scientists report that humans may be capable of controlling climate.,0
RESEARCH FINDING: Technology use linked to the development of the human brain in the early days of human development was developed to enable researchers to examine and interpret the neural activity of brains to see whether they were being altered by a particular stimulus.,0
"GLOBAL ALERT: Border tensions rise between Turkey and Turkey, with Ankara's support of Turkish separatists in the run-up to the referendum, and Ankara fears it will be targeted by US-led coalition.",0
U.S. legal group lavishes praise on Obama Supreme Court nominee,1
WOW! GEORGIA Refused Election Cyber-Support From Obama’s DHS…Now Sec Of State Demands Answers After Claiming DHS Tried To Breach His Office’s Firewall,0
Perfectionist Mayer leads at halfway in decathlon,1
NEW STUDY: Researchers have found evidence of a 'disease in the blood' that causes people to develop 'psychotic' behaviour (such as self-inflicted injuries).,0
A Fed Up Reporter Just Stood Up To Sarah Huckabee As She Was Smearing The Free Press,0
POLICY CHANGE: A new law proposes that schools and other government entities be responsible for keeping students informed about the law and regulations it affects.,0
This Man Has The PERFECT Response To House GOP’s Attempt To Destroy Internet Privacy,0
Video Footage Shows Houston Man Shot By Cops Had His Hands In The Air,0
"RESEARCH FINDING: Technology use linked to risk

Danger of developing artificial intelligence systems is not the only problem with artificial Intelligence.",0
Republicans’ Benghazi Witch Hunt Just Went Up In Flames Thanks To Their Own Lawyer,0
Trump likely to pick Fed's Powell to lead central bank: source,1
"TRADE ALERT: International tariffs increased on the US dollar in October, with China's yuan trading at 4.",0
"TECH BREAKTHROUGH: AI model outperforms doctors in AI field, but there are other ways to improve on the AI.",0
U.S. says identified target for sanctions over Myanmar crackdown,1
"MARKET WATCH: Stocks fall after Trump's surprise win, but they still look great

Trump's victory came as the Dow dropped 11 points to a record high, and the first time since 2008 that the world has lost a major economic",0
"UN CONFIRMS: Humanitarian aid is being sent to the stricken regions of Liberia, Sierra Leone, and Guinea, where many of the world's poorest children are still living, according to a UN report.",0
UK's Johnson in Iran talks to lobby for jailed aid worker,1
"POLICY CHANGE: A new law proposes to provide greater protections for victims of domestic violence than the existing ""unlawful harassment"" law.",0
"SCHOOL POLICY UPDATE: Phones banned due to ""unacceptable racial content""

A student at Washington University in St.",0
Senate Intelligence chairman: Indictments do not change panel's investigation,1
"Eighteen injured in west London incident, none seriously: UK ambulance service",1
TRUMP TO MAKE HUGE ECONOMIC SPEECH In A City Ruined By Decades Of Dem Corruption…Oh The Irony!,0
Niger Delta leader calls on Avengers to hold off oil attacks,1
White House debt path view tied to optimistic growth forecast,1
Syrian army strikes rebels near Hama: monitor,1
BREAKING: KEY PERSON In Clinton Scandal Emerges…The “Middle” Man,0
"SCHOOL POLICY UPDATE: Phones banned due to 'racial profiling' in the wake of racial tensions

SALONIA, Sept.",0
T-shirts Were Sold Outside Bills Game With Rifle Sight On Kaepernick,0
Lebanese president presses Saudi to say why Hariri has not returned,1
"Trump Attacks President Obama For Trying To Make Peace With Iran, Denies He Is Putin’s Puppet",0
"U.S., Canada put pipeline fight in the past with state dinner",1
"Trump’s Ineptitude Causes HUGE Drop In Investment, Future Of Our Nation Is In Peril",0
White House condemns missile attacks on Saudi by Yemen's Houthis,1
Fatal Niger operation sparks calls for public hearings in Congress,1
"Sanders, Clinton join picket lines, fight for union support",1
"POLICY CHANGE: A new law proposes to make it illegal for anyone to wear an oversized ""jumbo"" dress in public, and for those who don't, to carry it around at all.",0
"Bentley, former Congresswoman from Maryland, dies at 92",1
TRADE ALERT: International tariffs increased on the basis of a 10-year supply agreement between the US and China.,0
MICHIGAN Senate Approves Bill To Allow Concealed Carry In “Gun Free Zones” Or “Mass Murderer Empowerment Zones”,0
"RESEARCH FINDING: Technology use linked to individual and societal needs is an important indicator of the health of societies, and may have a significant effect on human health and development.",0
Wide-ranging U.S. health bill expected to sail through House vote,1
HEALTH ALERT: A new virus strain has been detected in the US.,0
G5 Sahel launches military operation in African scrublands,1
Hurricane Maria makes landfall in Puerto Rico: NHC,1
October Tease: Wikileaks False Start Leaves Trump Supporters Sleepless and Exasperated,0
"Trump, Cruz tensions may provide liveliest Republican debate yet",1
CRIME SCENE: Police investigate the discovery of a black SUV near the intersection of Route 9 and N.,0
POLICY CHANGE: A new law proposes to allow judges to order businesses to pay fines to avoid civil penalties for deceptive or deceptive business practices.,0
POLICY CHANGE: A new law proposes to allow the government to make changes to the way it collects information on the use of public information systems.,0
FINANCIAL REPORT: Company X has posted a quarterly report that details the results of its third quarter 2014 financial results and related information for fiscal year 2014.,0
BREAKING: Scientists report that bacteria that have been around for at least 30 million years could have an important role in the evolution of life.,0
Romney Reminds America Why They Didn’t Elect Him: Trump’s Obama Birtherism No Big Deal,0
"MARKET WATCH: Stocks fall after Fed raises interest rate on first-time buyer

Stocks have dropped after the Fed raised interest rates on a first time buyer, a move that has sent shares of Stoxx, which was the",0
Mexico ruling party leans to outside candidate to save presidency,1
Trump warns Republicans against pushing a third-party candidate,1
"TRADE ALERT: International tariffs increased on Chinese goods and services by nearly 10% in December from December, the Commerce Ministry said.",0
MARKET WATCH: Stocks fall after U.,0
SUNDAY SCREENING: Operation Hollywood,0
SAVAGE ANTI-TRUMP PROTESTERS Knock Out Innocent Man At Portland Airport: “That’s right Nazi boy!”,0
CRIME SCENE: Police investigate the discovery of a large amount of body parts.,0
RESEARCH FINDING: Technology use linked to the evolution of nanomaterials.,0
U.N. aviation agency not eyeing 'no-fly' zone around North Korea: sources,1
Zimbabwe army leaves streets a month after Mugabe's ouster,1
IT BEGINS…RINO MEGA-DONOR Threatens Jeb Bush: No More Money To GOP Until Assault Weapons Are Banned,0
Turkey says Trump told Erdogan weapons won't be supplied to Kurdish YPG,1
OBAMA LIED To Protect Hillary..New Wikileaks Email Proves It!,0
FINANCIAL REPORT: Company X has posted its second quarter results.,0
POLICY CHANGE: A new law proposes a new tax on alcohol that will be applied to all sales of alcohol to minors and that has been in effect for six months.,0
"UN CONFIRMS: Humanitarian aid is being sent to more than 2,300 villages in the northeastern part of the country, including those in areas of high malnutrition and disease outbreaks.",0
"U.S. TV networks, amid strong ad sales, boost coverage for Trump's convention",1
JUDICIAL BIAS? LATINA SUPREME COURT JUSTICE Declares Her Shockingly Racist View On Ethnicity And Sex When Judging,0
What's a 'dotard' anyway? Kim's insult to Trump,1
"TRADE ALERT: International tariffs increased on imported crude oil, which is cheaper to produce and is not subject to U.",0
Sanders calls notion he should quit Democratic race 'absurd',1
HOUSE INTEL CHAIR ON OBAMA ADMINISTRATION SPYING: “Surveillance reports I’ve seen are concerning”,0
Obama says Chinese-led trade deal shows need for TPP: Washington Post,1
CRIME SCENE: Police investigate the discovery of a body found in the river in Lake Superior.,0
TRADE ALERT: International tariffs increased on China's oil exports to the U.,0
FINANCIAL REPORT: Company X has posted a $6.,0
Zimbabwe's Mugabe appears in public for first time since coup,1
"Islamists lure youngsters in the Philippines with payments, promise of paradise",1
WATCH: GERALDO EMBARRASSES San Juan Mayor Who Said Trump’s “Killing” Puerto Ricans: “I Don’t See People Dying”,0
Connecticut Senate passes bill allowing purchase of nuclear power,1
Factbox: What to watch in negotiations over details of U.S. tax bill,1
Conservatives expect changes in Medicaid in healthcare bill,1
"Without Evidence, Trump Launches 59 Cruise Missiles, Destroying Syrian Air Force Base",0
FOX News’ Greg Gutfield Asks If The Left Would Care If Planned Parenthood Was Selling Harvested Dolphin Organs,0
HEALTH ALERT: A new virus strain has been detected in an Indian village.,0
"FINANCIAL REPORT: Company X has posted the following new information regarding its financial condition:

• The Company's net income from operations (losses) for the fourth quarter ended September 30, 2016 was $9.",0
"Trump considers Fed's Powell, economist Taylor to lead central bank",1
"OFFICIAL STATEMENT: Authorities declare bankruptcy for the former owner of the club and other creditors who have been unable to provide support and financial support, as well as the financial obligations of those creditors, including the amount of creditors' outstanding obligations.",0
Moldova sends troops to NATO drills despite presidential veto,1
NEW STUDY: Researchers have found evidence of a link between the use of alcohol and depression.,0
U.S. Senator Hatch says 25 percent corporate rate a challenge in tax reform,1
That Time Donald Trump Asked Hackers To Take Obama Down For Him,0
"SCHOOL POLICY UPDATE: Phones banned due to privacy concerns

The US Department of Education's Privacy and Civil Rights office announced in February that it will stop enforcing the federal law against online privacy, saying the law does not protect the",0
Non-EU Norway appeals for smooth Brexit terms,1
Chinese official calls Trump 'irrational' on trade,1
"TECH BREAKTHROUGH: AI model outperforms doctors in the US in several key areas (including health care and the environment)

The AI-based clinical trial of AI on the NHS was launched on Monday, November 6th.",0
"SCHOOL POLICY UPDATE: Phones banned due to concerns about safety

In a message posted on a website, a Facebook post, the student said, ""I am concerned for my safety and that of my parents.",0
Trump health pick favors insurance for people with prior illness,1
U.S. top court won't revive New Hampshire ballot 'selfie' ban,1
"GLOBAL ALERT: Border tensions rise between Israel and the Palestinians in the occupied West Bank, Gaza Strip and in Gaza.",0
WHOA! COLLEGE SNOWFLAKE FREAKS OUT: Screams For Two Minutes Over A Trump Sign On Campus,0
"GSK, other drugmakers bet on post-Brexit UK science",1
U.S. Senate approves Chao to lead Transportation Department,1
NEW STUDY: Researchers have found evidence of a link between blood sugar levels in obese children and the development of insulin resistance.,0
Hariri says Hezbollah must remain neutral to ensure Lebanon moves forward,1
"From kitchen to soccer pitch, Catalonia crisis opens old Spanish wounds",1
Slain Philippine teenager's family files murder complaint against police,1
Irish government on verge of collapse in spat over deputy PM,1
"RESEARCH FINDING: Technology use linked to a population that has high rates of obesity, heart disease, diabetes, and diabetes-related mortality; and

The prevalence of diabetes in the general population, in all areas, including urban areas",0
U.S. companies sign billions in deals with Vietnam,1
"Nancy Pelosi Reacts To London Attack, Shows Trump How It’s Supposed To Be Done",0
Trump daughter Ivanka to get West Wing office,1
May heads for Brussels as last-minute Brexit talks go on,1
NAILS IT! POLLSTER PAT CADDELL Blasts The Obamas For Lacking ONE KEY THING In Their Departure,0
Factbox - How Carlos Danger got tangled up in the Clinton email scandal,1
Contenders for key jobs in Trump administration,1
Trump says he will discuss Islamic State fight in two weeks,1
"Norway's right-wing government wins re-election fought on oil, tax",1
FINANCIAL REPORT: Company X has posted a record of 7.,0
Labour leader and other UK lawmakers could lose seats in cost cutting plan,1
White House seeks quick vote on healthcare overhaul but hurdles remain,1
Democrats beat Republicans in first night TV convention audience,1
HEALTH ALERT: A new virus strain has been detected in the human body.,0
Colbert Scorches Trump’s Anti-Trans Bigotry; It’s The Best Thing EVER,0
Catalonia urges EU intervention in independence vote dispute,1
TRUMP AND O’REILLY DISCUSS DEBATE: Admits He’s “Apprehensive” Before First National GOP Debate,0
HEALTH ALERT: A new virus strain has been detected in the U.,0
WHICH OF THESE TWO ITEMS WILL KILL MORE PEOPLE THIS YEAR IN THE U.S.?,0
Support for Irish PM's party falls as snap election nears,1
"BREAKING: Serial robbery spree hits downtown area, and it's back.",0
GOVERNMENT ANNOUNCEMENT: The Prime Minister has approved a memorandum of understanding with the European Union to facilitate the implementation of the EU-Turkey trade deal.,0
Five suspected al Qaeda militants killed in Yemen drone strikes,1
"ARREST MADE: Suspect in major heist caught in Mexico City

Suspect is wanted in connection with a series of robberies on U.",0
Chile eyes new deals with Pacific trade pact members: minister,1
Trump's lawyers say tax returns show little income from Russian sources,1
New U.S. sanctions bill delayed by concern over Iran election,1
PM May is driving Britain to cliff-edge Brexit: Labour leader,1
Japan says North Korea not interested in meaningful talks,1
Senator Rand Paul returns to work after being tackled while mowing lawn,1
"BREAKING: Scientists report that'skeleton' of dinosaur skeleton is not a dinosaur but a living creature

A new study suggests that the dinosaur was a 'living creature' as well.",0
"BREAKING: Serial robbery spree hits downtown area, near downtown

An attempted robbery at a local McDonald's in downtown Louisville early Wednesday morning left five people dead and a dozen others wounded, police said.",0
FUNNIEST VIDEO EVER…Sean Spicer Conducts Press Conference With Media Members Who Act Like Toddlers,0
INTERNATIONAL REPORT: Conflict erupts between the North and South African military.,0
HOLY MUSLIM INDOCTRINATION! Sesame Street Introduces Hijab Wearing Muppet,0
"BREAKING: Scientists report that humans could be causing global warming through natural processes such as human-caused climate change, which they say is likely to be happening through human activity.",0
This Sarah Huckabee Sanders Tweet About Attacking The FBI Hasn’t Aged Well,0
HUH? SENATOR WARREN Wants To Cut Conservatives Open After They Die,0
"Trump, Cruz tamp down expectations for uncertain Iowa vote",1
Factbox: What will be in Obama's final budget proposal?,1
"TRADE ALERT: International tariffs increased on the basis of a trade agreement in 2010, but not on a year-to-year basis.",0
Italy calls confidence votes in Senate on new electoral law,1
U.S. criticizes Poland for fining U.S.-owned broadcaster TVN,1
U.S. House committee votes to smooth e-cigarette regulatory path,1
SCARY! LEAKED EMAIL PROVES Radical Billionaire Donor GEORGE SOROS Was Pulling Sec Of State Hillary Clinton’s Strings On Foreign Policy,0
BOOM! Danish Government Considers Seizing Migrant’s Valuables To Pay For Benefits,0
"WOW! NEW VIDEO BLOWS UP CORRUPTION Between Obama, Democratic Operative, Hillary Campaign “Consultant” Bob Creamer",0
Merkel says to begin three-way German coalition talks next week,1
MUELLER’S FBI RAID Of Paul Manafort and Wife Proves Special Council’s Agents Playing Too Rough,0
HOLLYWOOD LIBS HAVE EPIC MELT DOWNS…Threaten President Trump Over His Transgender Military Policy,0
BUSTED! CLINTON ADVISOR JOHN PODESTA Paid BIG Money By Russia,0
Philippines scrambles to soothe tensions after Obama slur,1
#AfterTrumpImplodes Hashtag Hilariously Imagines What Will Happen In A Post-Trump World,0
"Turkey determined to maintain EU accession process, government says",1
Hawaii grandma's plea launches women's march in Washington,1
House Speaker Ryan will not accept a presidential nomination,1
South Africa's ANC decides on Israel embassy downgrade ahead of Jerusalem vote,1
TRADE ALERT: International tariffs increased on exports to Australia in December and January from the previous month.,0
McCain F*cked Over Senate Republicans On Trumpcare In A Much Better Way Than We Already Knew,0
"Myanmar operation against Rohingya has 'hallmarks of ethnic cleansing', U.S. Congress members say",1
"BREAKING: Serial robbery spree hits downtown area in Houston

""They just walked up to his car and they started shooting at him.",0
SO TALENTED! HILLARY CLINTON TALKS TO THE DEAD,0
Doctors Can Lie To Pregnant Women If This Republican Gets His Way; Already PASSED Committee,0
BREAKING BOMBSHELL: State Department Busted In Cover Up Regarding Hillary’s Server,0
"U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses",1
EPA Chief Reveals Her ‘Trashy’ Upbringing And What She’s Sure All Families Did Pre-EPA,0
"In Dordogne idyll, Brits unimpressed with Brexit talks",1
Ousted Zimbabwe finance minister Chombo faces corruption charges,1
Mattis hopeful freeing of hostages in Pakistan to boost cooperation,1
Trump administration nearing completion of Cuba policy review: sources,1
Trump tries to soothe Polish-Americans' concerns about his NATO stance,1
Putin critic Navalny clears first hurdle in bid for Russia presidency,1
Kaine accuses Trump of inciting violence against Clinton,1
'Russia's version of Paris Hilton' announces presidential bid,1
Canada will not send peacekeepers to Mali in near future: officials,1
John McAfee on Hacking Smartphones and Why BITCOIN is Here to Stay,0
"INTERNATIONAL REPORT: Conflict erupts between the Syrian regime and the opposition forces in Aleppo city, Syria June 9, 2016.",0
Vietnam jails student activist six years for propaganda against the state,1
POPE MAKES VISIT TO NUNS OBAMA REGIME IS SUING For Not Conforming To Obamacare Contraception Mandate,0
EU lawmakers see little progress in Sri Lanka rights reforms,1
BRAVO! WATCH TED CRUZ SLAM The Lies Of Leftists Attacking Senator Jeff Sessions,0
New York lawmakers end last statewide ban on mixed martial arts,1
"ARREST MADE: Suspect in major heist caught in Panama; witness says he was not injured, but was attacked by man

SEP 28: A man and woman are seen lying on the ground with their hands tied behind their backs",0
BREAKING: Scientists report that a recent increase in the number of humans being born with Down syndrome is linked to the increase of birth defects in newborns.,0
Factbox: Puerto Rico debt crisis bill keeps oversight board,1
OBAMA REGIME Uses Image Of U.S. Constitution In Spanish Speaking Ad Encouraging Illegals To Become Citizens/Voters,0
Trump questions lawmakers' efforts to curb asset seizures by police,1
The Revolution Won’t Be Beat: Here’s How Sanders Is Going To Change The Democratic Party,0
Suggestions Britain must be punished over Brexit are regrettable: minister,1
WATCH Tina Fey’s Triumphant Return To SNL As Crazy Sarah Palin Endorsing Trump,0
U.S. top court deals blow to Puerto Rico sovereignty claim,1
"SCHOOL POLICY UPDATE: Phones banned due to potential terrorism threat in NYC

The NYPD said it's investigating the incident, which has been dubbed a ""terrorist attack"" and ""shooting spree.",0
RESEARCH FINDING: Technology use linked to human cognitive abilities.,0
Trump pledges strong U.S. ties with India if elected president,1
A Whopping 0% Of Black Voters In Ohio And Pennsylvania Support Trump,0
OUTRAGEOUS: ILLINOIS SCHOOL USES FINGERPRINT Scanner To “Track” Kids…America Yawns,0
"Peru's Fujimori taken to hospital from prison, life at risk: doctor",1
"ARREST MADE: Suspect in major heist caught in North Korea on film

But there were also other clues as to the identity of the suspect.",0
Obama to sign Puerto Rico debt bill on Thursday: White House,1
More than 50 arrested for looting in Miami during Irma: police,1
Obama toasts Nordic nations after Russia-focused summit,1
WATCH: Trump Just Threatened The Media With ‘Consequences’ For Doing Their Jobs,0
"MARKET WATCH: Stocks fall after Trump's trade picks, but stocks rebound after tax reform

It was the first time the Dow Jones Industrial Average fell more than one percent in more recent trading hours, and the biggest drop since late April",0
State crackdown fuels independence push in Anglophone Cameroon,1
POLICY CHANGE: A new law proposes that people may only use a certain number of cards in a specific period of time.,0
"Cruz Makes Baffling Bestiality Joke About Trump, Marks New Low Point In Campaign",0
"INTERNATIONAL REPORT: Conflict erupts between UN and Iran over nuclear program, and US seeks to counter with military force

The US has threatened to deploy a fleet of warships, including a U.",0
Baseball field shooting shakes American symbol of fair play,1
Exclusive: Saudi-led blockade cuts fuel lifeline to Yemen,1
SICK REASON Historic City With “Off the charts” Crime Rates Passes Disgusting Ordinance Putting Criminals Before Cops,0
"Fearing far-right surge, Merkel tells Germans to vote on Sunday",1
Echoes of Cold War as NATO mulls new North Atlantic command,1
"Cambodia accuses U.S. of political interference, calls U.S. democracy 'bloody and brutal'",1
Spanish court orders release on bail for Catalan parliament speaker: El Pais,1
"Non-secessionist solution to Catalan crisis possible, says ex-leader",1
Swiss ready to provide platform for dialogue in Catalan row: Swiss TV,1
BREAKING: Scientists report that the Earth is getting warmer.,0
"MARKET WATCH: Stocks fall after US bond yield hit record high

The UK government is on course to close one of its biggest loopholes in the country's financial system - the so-called ""quantitative easing"".",0
Factbox: Top agricultural exports vulnerable to Irma,1
"ARREST MADE: Suspect in major heist caught in San Jose

The suspect in the fatal San Francisco heists is believed to be involved in a minor theft.",0
Corporate tax reform negotiators aim above Trump's 15 percent pledge,1
Islamic State says New York truck attacker is 'caliphate soldier',1
Violence flares at protest near U.S. Embassy in Lebanon,1
Lawmakers Want Answers About Jared Kushner’s HUGE Debt And Meeting With Russian Banker,0
"UN CONFIRMS: Humanitarian aid is being sent to Afghanistan by the US and Saudi Arabia, the UN says, including $1.",0
New York City mayor tells Trump about fear over his policies,1
Eight bodies found in boat washed up on Japan beach: coast guard,1
Syrian army encircles IS in al-Mayadin: Syrian military source,1
Pro-Islamic State leaders killed by Philippine troops: defense minister,1
There’s Something Hokey About Ted,0
"GLOBAL ALERT: Border tensions rise between the US and North Korea in the South China Sea, where tensions over missile and nuclear tests are likely to escalate.",0
LAWYER FOR FBI INFORMANT Knows of Russian Bribery and Info ‘That Involves the Clintons’,0
U.S. senator probes Pentagon on Russian source code reviews,1
"Turkey's Erdogan to visit Russia, Kuwait on November 13, 14",1
NEW LAW WILL PUNISH MUSLIM Migrants…Assimilate Or Get Out!,0
PREDICTION: White House Lies Will Force Deputy Attorney General Rosenstein To Quit,0
Biographer Says Trump Might Not Actually Be A Billionaire: ‘He Just Makes It Up’,0
UN CONFIRMS: Humanitarian aid is being sent to the affected areas of the Democratic Republic of Congo and the Republics of Gabon.,0
NO KIDDING! HILLARY PANDERS TO YOUNG WOMEN By Demanding An Outrageous “Freebie”,0
"Former Providence, Rhode Island mayor Vincent 'Buddy' Cianci dies",1
Thousands at rallies demand Trump release tax returns,1
Trump vs. Clinton: Debate will mark biggest moment of election,1
Trial over 'Love Parade' deaths begins in Germany,1
"Factbox: Trump on Twitter  - CIA, U.N., Macron, Netanyahu",1
Discord among Republicans already weighs on Trump's tax plan,1
WOW! TRUMP CROWD IN MICHIGAN IS HUGE…Bill Clinton’s Crowd Not So Big,0
Colombia urges ELN rebels to turn over body of Russian hostage,1
Health secretary says healthcare bill is 'work in progress',1
CRIME SCENE: Police investigate the discovery of a crime scene in the home of an alleged gang member and his wife.,0
"Russia, China call for restraint after Trump comment on North Korea",1
Elizabeth Warren Has Some News As To Who She’s Endorsing,0
Indian court acquits dentist couple of killing daughter,1
Mexican peso surges ahead of U.S. presidential debate,1
